id,name,longitude,latitude,distance,rate,kinds,country
3818906,Гостиница «Бристоль»,38.9347267,47.2119827,-1.0,7,"accomodations,other_hotels",Россия
3982337,"амакс курорт """"старая русса""""",31.3675194,57.9855194,-1.0,7,"accomodations,resorts",Россия
3994795,порт на невском,30.35355,59.9330826,-1.0,7,"accomodations,hostels,guest_houses",Россия
9522713,Тихий океан,131.8796692,43.1170998,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
9595921,"hotel metropol palace, a luxury collection hotel",20.473774,44.8067894,-1.0,7,"accomodations,other_hotels",Россия
10052622,Dealul Șprenghi,25.576128,45.6615753,-1.0,7,"mountain_peaks,campsites,fortifications,historic,accomodations,archaeology,geological_formations,natural,interesting_places,other_fortifications,other_archaeological_sites",Россия
11182767,Schronisko PTTK na Luboniu Wielkim,19.9919014,49.6534309,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,alpine_hut,other_buildings_and_structures",Россия
11184818,Cafe Bristol,21.0158978,52.242115,-1.0,7,"accomodations,other_hotels,cafes,foods,tourist_facilities",Россия
11187458,бельмонд гранд отель европа,30.3302441,59.9356575,-1.0,7,"accomodations,other_hotels",Россия
11187584,Северный,34.3615913,61.7887154,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,restaurants,foods,tourist_facilities,other_buildings_and_structures",Россия
11187628,Дача Шаляпина,41.5901222,57.4375916,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
11188823,Золотой рог,131.8832703,43.1166611,-1.0,7,"accomodations,cultural,theatres_and_entertainments,interesting_places,other_theatres,other_hotels,shops,malls,tourist_facilities",Россия
11201425,гостиница северная,34.360569,61.7890511,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11202434,Националь,37.6137352,55.7567902,-1.0,7,"accomodations,other_hotels",Россия
11203636,Hotelli Seurahuone,24.9398689,60.1701202,-1.0,7,"accomodations,other_hotels",Россия
11219184,"hotel bristol, a luxury collection hotel, warsaw",21.0157223,52.2424049,-1.0,7,"accomodations,other_hotels",Россия
11219204,Grand Hotel Traian,27.5795078,47.1662674,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11245124,Куршумли-хан,21.4371204,42.0025787,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,restaurants,foods,tourist_facilities,hostels,other_buildings_and_structures",Россия
11245614,Hotel Copernicus,19.9375839,50.0562706,-1.0,7,"accomodations,other_hotels",Россия
11245657,Вилла Елена,34.1646881,44.4945831,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11279746,Астория,30.3087807,59.9330444,-1.0,7,"accomodations,other_hotels",Россия
11279774,хостел «бельведер»,28.7455196,60.7122917,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,hostels,other_buildings_and_structures",Россия
11280042,Волга,46.02631,51.5319214,-1.0,7,"accomodations,other_hotels",Россия
11292921,hotel floryan old town,19.940834,50.0643997,-1.0,7,"accomodations,other_hotels",Россия
11293763,hotel punkaharju,29.3074245,61.8010368,-1.0,7,"accomodations,other_hotels",Россия
11293830,"Здание бывшей гостиницы ""Мадрид""",60.5886345,56.8861542,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11355965,Бристоль,34.1721764,44.4960251,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11367192,Фантаст,19.9019966,45.6527405,-1.0,7,"architecture,historic_architecture,fortifications,historic,accomodations,interesting_places,castles,other_hotels,restaurants,foods,tourist_facilities,other_buildings_and_structures",Россия
11367193,Фантаст,19.9019871,45.6526489,-1.0,7,"fortifications,historic,accomodations,interesting_places,castles,other_hotels",Россия
11367693,U Wnuka,19.9454117,49.2953262,-1.0,7,"guest_houses,architecture,historic_architecture,accomodations,interesting_places,restaurants,foods,bars,tourist_facilities,other_buildings_and_structures",Россия
11367761,hotel royal,19.9393291,50.0545082,-1.0,7,"accomodations,other_hotels",Россия
11370735,Апулум,23.5731659,46.0683098,-1.0,7,"campsites,architecture,historic_architecture,fortifications,historic,accomodations,archaeology,interesting_places,destroyed_objects,castles,other_archaeological_sites",Россия
11370933,лондонская спа отель,30.7420635,46.4868393,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11371373,маринс парк отель ростов,39.7030067,47.2268181,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11371951,Сеурахуоне,30.6882915,61.701519,-1.0,7,"accomodations,other_hotels,restaurants,foods,tourist_facilities",Россия
11375399,Музей-квартира Н.С. Голованова,37.6058426,55.758358,-1.0,7,"architecture,historic,accomodations,museums,other_museums,historic_architecture,apartments,monuments_and_memorials,burial_places,cultural,interesting_places,other_burial_places,monuments,other_buildings_and_structures",Россия
11381911,Бристоль,34.17173,44.4962769,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11385726,Дача Гаусвальд,30.2835522,59.9777794,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
11446775,Клуб Капан Ан,21.4369812,42.0001678,-1.0,7,"accomodations,foods,bars,tourist_facilities,hostels",Россия
11446863,Kофейня „?”,20.4505463,44.8183632,-1.0,7,"guest_houses,architecture,historic_architecture,accomodations,interesting_places,pubs,foods,bars,tourist_facilities,other_buildings_and_structures",Россия
11447304,Castrul roman de la Răcarii de Jos,23.5719223,44.5139465,-1.0,7,"campsites,fortifications,historic,accomodations,archaeology,interesting_places,castles,other_archaeological_sites",Россия
11447306,Castra of Slăveni,24.5291271,44.0819473,-1.0,7,"campsites,architecture,historic_architecture,fortifications,historic,accomodations,archaeology,interesting_places,destroyed_objects,castles,other_archaeological_sites",Россия
11464144,отель невскии форум,30.3545036,59.9316483,-1.0,7,"accomodations,other_hotels",Россия
11464145,невскии маяк,30.3535233,59.9325409,-1.0,7,"accomodations,other_hotels",Россия
11464146,отель «nevsky house»,30.3550911,59.9320221,-1.0,7,"accomodations,other_hotels",Россия
11464148,отель невскии 98,30.3552818,59.9321289,-1.0,7,"accomodations,guest_houses",Россия
11464169,Выборг,28.746088,60.7116318,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11464440,шаляпин палас отель,49.1196136,55.7877731,-1.0,7,"accomodations,other_hotels",Россия
11465457,гостиница версаль,131.879776,43.1166992,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11465458,Сибирское Подворье,131.8875885,43.1202812,-1.0,7,"accomodations,other_hotels",Россия
11474216,Kофейня „?”,20.4524593,44.8177032,-1.0,7,"guest_houses,architecture,historic_architecture,accomodations,interesting_places,restaurants,foods,bars,tourist_facilities,other_buildings_and_structures",Россия
11478151,хилтон москва ленинградская,37.6517372,55.773983,-1.0,7,"accomodations,other_hotels",Россия
11478168,Дача Бугрова,43.180233,56.2241669,-1.0,7,"architecture,historic_architecture,accomodations,cultural,museums,interesting_places,other_museums,villas_and_chalet,other_buildings_and_structures",Россия
11478294,Королёвские номера,56.2429085,58.0168991,-1.0,7,"accomodations,other_hotels",Россия
11496987,Крепость Бип,30.4436951,59.680748,-1.0,7,"architecture,historic_architecture,historic,accomodations,fortifications,interesting_places,castles,other_hotels,other_buildings_and_structures",Россия
11552731,Дом под иконой,19.9369431,50.0607147,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11555799,Старая тюрьма,20.2755604,63.8223991,-1.0,7,"accomodations,other_hotels",Россия
11555800,Старая тюрьма,20.2755184,63.8224716,-1.0,7,"accomodations,other_hotels,pubs,foods,tourist_facilities",Россия
11555880,Angustia,26.3128681,46.05093,-1.0,7,"campsites,architecture,historic_architecture,fortifications,historic,accomodations,archaeology,interesting_places,destroyed_objects,castles,other_archaeological_sites",Россия
11556525,отель пекин,37.5938721,55.7686882,-1.0,7,"accomodations,other_hotels",Россия
11557173,Марциальные Воды,33.8969727,62.1562271,-1.0,7,"resorts,historic,accomodations,historical_places,interesting_places,historic_settlements",Россия
11557295,Центральная,61.5591202,54.0838356,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11589670,Сайгон,30.3457584,59.9325562,-1.0,7,"accomodations,other_hotels,cafes,foods,bars,tourist_facilities",Россия
11615419,Центральная,61.5589676,54.0839157,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,hostels,other_buildings_and_structures",Россия
11615952,Гостиница «Пассаж» 1890 год,39.8920212,59.2210426,-1.0,7,"accomodations,other_hotels",Россия
11632771,hotel cismigiu,26.0950623,44.4348907,-1.0,7,"accomodations,other_hotels",Россия
11646616,hotel mdm city centre,21.0164032,52.2213631,-1.0,7,"accomodations,other_hotels",Россия
11646622,raffles europejski warsaw,21.0150871,52.2419319,-1.0,7,"accomodations,other_hotels",Россия
11646623,Europejski Grill,21.0141716,52.2415886,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,restaurants,foods,tourist_facilities,other_buildings_and_structures",Россия
11649110,"Дача ""Чайка""",35.0358353,57.969677,-1.0,7,"architecture,historic_architecture,accomodations,cultural,museums,interesting_places,other_museums,villas_and_chalet,other_buildings_and_structures",Россия
11663011,"Рэдиссон Ройал, Москва",37.5654907,55.7514572,-1.0,7,"accomodations,other_hotels",Россия
11663014,легендарныи отель советскии,37.5695343,55.7847786,-1.0,7,"accomodations,other_hotels",Россия
11704633,Praetorium of Castra Potaissa,23.7725048,46.5704765,-1.0,7,"campsites,architecture,historic_architecture,fortifications,historic,accomodations,archaeology,interesting_places,destroyed_objects,other_fortifications,other_archaeological_sites",Россия
11706670,Украина,37.5660591,55.7515831,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,restaurants,foods,tourist_facilities,other_buildings_and_structures",Россия
11724794,Hanul cu Tei,26.1021042,44.4321327,-1.0,7,"accomodations,other_hotels",Россия
11724795,Hanul cu Tei,26.1021118,44.4322701,-1.0,7,"accomodations,other_hotels,pubs,foods,tourist_facilities",Россия
11740886,гостиница волгоград,44.5139809,48.7079201,-1.0,7,"accomodations,other_hotels",Россия
11741384,Усадьба Знаменка,29.9645138,59.8765182,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,manor_houses,other_hotels",Россия
11741412,Дружба,28.7451248,60.7156677,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11741749,№25 Гостиница «Центральная»,60.6131592,56.8351784,-1.0,7,"accomodations,other_hotels",Россия
11744916,Музей-квартира священника Павла Флоренского,37.5805511,55.7392502,-1.0,7,"architecture,historic_architecture,apartments,accomodations,cultural,museums,interesting_places,other_museums,other_buildings_and_structures",Россия
11751528,"Дача ""Кичкине"" (увидели с моря)",34.130558,44.4373741,-1.0,7,"palaces,architecture,historic_architecture,accomodations,cultural,museums,interesting_places,other_museums,villas_and_chalet",Россия
11755372,Гостиница Волгоград,44.5145531,48.7076302,-1.0,7,"accomodations,other_hotels",Россия
11774045,Кичкинэ,34.1299515,44.4365578,-1.0,7,"accomodations,villas_and_chalet,palaces,interesting_places,architecture,historic_architecture",Россия
11833911,Метрополь,37.62117,55.758831,-1.0,7,"architecture,historic_architecture,accomodations,theatres_and_entertainments,cultural,cinemas,interesting_places,other_hotels,restaurants,foods,tourist_facilities,other_buildings_and_structures",Россия
12305408,dom nałeczowski,22.2121525,51.2897911,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,manor_houses,villas_and_chalet",Россия
12880790,hotel polonia palace,21.0101624,52.2293777,-1.0,7,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
12880826,гостиничныи комплекс башкирия,55.9492722,54.7305908,-1.0,7,"accomodations,other_hotels",Россия
14268073,коттедж в старои руссе,31.3654537,57.9868317,-1.0,7,"resorts,guest_houses,accomodations",Россия
14417985,"Здание гостиницы ""Сеурахуоне"" (Сортавала)",30.6887932,61.7014198,-1.0,7,"accomodations,other_hotels,foods,restaurants,tourist_facilities",Россия
14418400,хостел невскии а 88,30.3519516,59.9334793,-1.0,7,"accomodations,hostels",Россия
14421751,отель невскии 67,30.3537407,59.9316597,-1.0,7,"accomodations,other_hotels",Россия
14421752,невскии контур,30.3517895,59.9331894,-1.0,7,"accomodations,other_hotels",Россия
14424893,гостиница метрополь,37.6214867,55.7584267,-1.0,7,"accomodations,cultural,cinemas,theatres_and_entertainments,interesting_places,other_hotels",Россия
14463139,Дом Чичерина,30.3183327,59.9361115,-1.0,7,"accomodations,cinemas,cultural,theatres_and_entertainments,interesting_places,other_hotels",Россия
14476796,Castrul roman Piroboridava,27.2333298,45.9833298,-1.0,7,"campsites,fortifications,historic,accomodations,archaeology,interesting_places,other_fortifications,other_archaeological_sites",Россия
14647056,Дача Якобсона,39.7346802,43.5710106,-1.0,7,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
14685901,Hotel Saski in Warsaw,21.0030823,52.2419434,-1.0,7,"accomodations,other_hotels",Россия
14689759,Хотел „Национал“,20.4510994,44.8185997,-1.0,7,"accomodations,other_hotels",Россия
15110503,Дача оружейника И. Ф. Петрова,53.0765572,56.9215546,-1.0,7,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
15144797,Hotel Central,21.0081806,52.2287102,-1.0,7,"accomodations,other_hotels",Россия
15157851,Hotel Alumnat in Tykocin,22.7738895,53.2080574,-1.0,7,"accomodations,other_hotels,restaurants,foods,tourist_facilities",Россия
15157970,Saski Hotel in Kraków,19.9375,50.0634003,-1.0,7,"accomodations,other_hotels",Россия
15162607,Kuivastu kõrtsihoone,23.3816547,58.5723457,-1.0,7,"guest_houses,historic_architecture,architecture,accomodations,interesting_places,foods,bars,tourist_facilities,other_buildings_and_structures",Россия
15165600,Pärnu Mud Baths,24.496254,58.3757553,-1.0,7,"accomodations,other_hotels",Россия
15394047,Московская,39.7122803,47.220829,-1.0,7,"accomodations,other_hotels",Россия
15412039,Бристоль,39.2063637,51.6661453,-1.0,7,"accomodations,other_hotels",Россия
15419879,Дача Кривицкого «Остенде»,33.3671379,45.1847687,-1.0,7,"historic_architecture,architecture,accomodations,interesting_places,manor_houses,villas_and_chalet",Россия
15464819,"Нью-Йорк (гостиница, Новочеркасск)",40.1117134,47.4113007,-1.0,7,"accomodations,other_hotels",Россия
15606096,Дача С. И. Дворжецкого,29.9580326,60.1069832,-1.0,7,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
15606099,Дача Е. Ф. Важевской,29.9522018,60.1074371,-1.0,7,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
15606100,Дача Зеленогорска,29.6581078,60.1916542,-1.0,7,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
15606101,Дача Кривдиной,29.9549809,60.10466,-1.0,7,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
15606439,Славянский базар (ресторан),37.6227798,55.7577782,-1.0,7,"accomodations,other_hotels",Россия
15619498,Tõrva kõrtsihoone,25.9221954,58.0026093,-1.0,7,"guest_houses,historic_architecture,architecture,accomodations,interesting_places,foods,bars,tourist_facilities,other_buildings_and_structures",Россия
15642390,Дача А.Г. Орлова,37.6051407,55.7096062,-1.0,7,"historic_architecture,architecture,accomodations,interesting_places,natural,nature_reserves,other_nature_conservation_areas,villas_and_chalet,other_buildings_and_structures",Россия
15722301,Арагви,37.6108284,55.7616692,-1.0,7,"accomodations,other_hotels,restaurants,foods,tourist_facilities",Россия
15834388,Дом Лобанова-Ростовского,30.3080559,59.9347229,-1.0,7,"accomodations,other_hotels",Россия
15993466,"Эрмитаж (гостиница, Екатеринбург)",60.6062889,56.8345184,-1.0,7,"accomodations,other_hotels",Россия
16055291,Castra of Boroșneu Mare,26.0169849,45.8438606,-1.0,7,"campsites,fortifications,historic,accomodations,archaeology,interesting_places,other_fortifications,other_archaeological_sites",Россия
16056559,"Hotel New York, Cluj-Napoca",23.5897713,46.7686348,-1.0,7,"accomodations,other_hotels",Россия
16062096,Дача Я. М. Гольденова,29.9573593,60.1060295,-1.0,7,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
16104548,Дача «Альпийская роза»,33.3636627,45.1842651,-1.0,7,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
16205857,Дача Шишмарёва,30.2587795,59.9835434,-1.0,7,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
3269377,hotel fis,20.06143,49.1285286,-1.0,3,"accomodations,other_hotels",Россия
3269505,horsky hotel popradske pleso,20.0799179,49.1550064,-1.0,3,"accomodations,alpine_hut",Россия
3283232,hotel gromada zakopane,19.9516602,49.2947159,-1.0,3,"accomodations,alpine_hut",Россия
3653380,kremenaros,22.6452103,49.1041985,-1.0,3,"campsites,accomodations,hostels,alpine_hut",Россия
3670384,отель власта,24.0151863,49.85252,-1.0,3,"accomodations,other_hotels",Россия
3675467,Bristol,25.9337215,48.2943764,-1.0,3,"accomodations,other_hotels",Россия
3716714,Кав'ярня на Львівській,30.3743134,50.4543953,-1.0,3,"accomodations,cafes,foods,villas_and_chalet,tourist_facilities",Россия
3716749,"Садиба Бахарєва І. К., межа ХІХ —ХХ сторіччя",30.3836422,50.4550629,-1.0,3,"accomodations,villas_and_chalet",Россия
3908574,Москва,37.6174049,55.7570267,-1.0,3,"architecture,historic_architecture,accomodations,cultural,cinemas,theatres_and_entertainments,interesting_places,destroyed_objects,other_hotels",Россия
3992886,Кино&Театр Англетер,30.3086796,59.9338036,-1.0,3,"accomodations,cultural,cinemas,theatres_and_entertainments,interesting_places,other_hotels",Россия
3994767,гостиница коринтия санкт-петербург,30.3508606,59.9320793,-1.0,3,"accomodations,other_hotels",Россия
4000940,aрт отель карелия,30.4258423,59.9700394,-1.0,3,"accomodations,other_hotels",Россия
4839689,hotel vista sapporo nakajima koen,141.3527985,43.04842,-1.0,3,"accomodations,other_hotels",Россия
4842629,道の駅スタープラザ芦別,142.1893158,43.5253601,-1.0,3,"guest_houses,accomodations,foods,bars,tourist_facilities",Россия
6962194,отель салют,37.4830894,55.6514473,-1.0,3,"accomodations,other_hotels",Россия
6999247,Парк Тауэр,37.5713921,55.8265114,-1.0,3,"accomodations,other_hotels",Россия
7001744,Москва,37.6174622,55.7573318,-1.0,3,"architecture,historic_architecture,accomodations,interesting_places,destroyed_objects,other_hotels",Россия
7001751,State guesthouse,24.8744755,60.1927376,-1.0,3,"accomodations,other_hotels",Россия
7001762,Англетер,30.3096809,59.9336891,-1.0,3,"accomodations,other_hotels",Россия
9596461,Парк Инн Пулковская,30.3185215,59.8427696,-1.0,3,"accomodations,other_hotels",Россия
10071333,SO/,30.3090954,59.9349861,-1.0,3,"accomodations,other_hotels",Россия
11170257,Papradište,21.4387054,41.6416359,-1.0,3,"accomodations,alpine_hut",Россия
11170351,Hotel Yugoslavia,20.4203339,44.8298759,-1.0,3,"accomodations,other_hotels",Россия
11170753,mountain hut Makedonia,23.4397869,42.0471802,-1.0,3,"accomodations,alpine_hut",Россия
11170760,Академик,24.619791,42.0302811,-1.0,3,"accomodations,alpine_hut",Россия
11171030,"Государственная дача ""Бочаров ручей""",39.7053146,43.6175194,-1.0,3,"urban_environment,accomodations,villas_and_chalet,gardens_and_parks,interesting_places,cultural",Россия
11182692,hotel pannonia,20.7818165,48.1031685,-1.0,3,"accomodations,other_hotels",Россия
11182703,Grand Hotel Kempinski High Tatras,20.0589294,49.1193657,-1.0,3,"accomodations,other_hotels",Россия
11182704,Grand Hotel Kempinski High Tatras Hosted the V4 Presidents Summit with Dignity,20.0573196,49.1200752,-1.0,3,"accomodations,other_hotels",Россия
11186503,Братислава,30.6103344,50.4570618,-1.0,3,"accomodations,other_hotels",Россия
11186752,doubletree by hilton минск,27.5482521,53.9081802,-1.0,3,"accomodations,other_hotels",Россия
11186758,Турист,27.6275425,53.875946,-1.0,3,"accomodations,other_hotels,restaurants,foods,tourist_facilities",Россия
11187015,Президент-Отель,37.6127815,55.7375107,-1.0,3,"accomodations,other_hotels",Россия
11187063,отель красные ворота,37.6473503,55.7700043,-1.0,3,"accomodations,other_hotels",Россия
11187462,гостиница октябрьская,30.3624191,59.9324303,-1.0,3,"accomodations,other_hotels",Россия
11189485,Jozankei Grand Hotel Zuien,141.15979,42.9635925,-1.0,3,"accomodations,other_hotels",Россия
11189486,Jozankei Hotel,141.1613007,42.9650154,-1.0,3,"accomodations,other_hotels",Россия
11189493,new otani inn sapporo,141.354126,43.0642128,-1.0,3,"accomodations,other_hotels",Россия
11189494,New Otani Inn Sapporo,141.3548431,43.0644798,-1.0,3,"accomodations,other_hotels",Россия
11189498,chateraise gateaux kingdom sapporo hotel & resort,141.3569489,43.1723709,-1.0,3,"accomodations,other_hotels",Россия
11201318,Юность,37.5634918,55.7219315,-1.0,3,"accomodations,other_hotels",Россия
11201401,Выборгская,30.3077679,59.9868202,-1.0,3,"accomodations,other_hotels",Россия
11203284,Hakodate Kokusai Hotel,140.7223358,41.7696495,-1.0,3,"accomodations,other_hotels",Россия
11203446,Koniec Świata Schronisko w Łupkowie,22.0665741,49.2358398,-1.0,3,"accomodations,alpine_hut",Россия
11214308,Schronisko Górskie Głodówka,20.1167717,49.3020744,-1.0,3,"accomodations,alpine_hut",Россия
11219212,Турист,30.3352108,53.8830147,-1.0,3,"accomodations,other_hotels,restaurants,foods,tourist_facilities",Россия
11224830,"Большой концертный зал ""Космос""",37.6456795,55.8221893,-1.0,3,"accomodations,cultural,theatres_and_entertainments,interesting_places,music_venues,other_hotels",Россия
11245627,Парк-Инн Прибалтийская,30.2144814,59.9388275,-1.0,3,"accomodations,other_hotels",Россия
11245628,"Октябрьская (гостиница, Санкт-Петербург)",30.3602848,59.930748,-1.0,3,"accomodations,other_hotels",Россия
11245655,hotelli kivitippu,23.6432552,63.2485161,-1.0,3,"accomodations,baths_and_saunas,saunas,other_hotels,restaurants,amusements,foods,tourist_facilities",Россия
11245681,Космос,37.6470871,55.822422,-1.0,3,"accomodations,other_hotels",Россия
11245682,Hotelli Mesikämmen,24.1819305,62.5345764,-1.0,3,"accomodations,other_hotels",Россия
11245686,HOTEL KEIHAN SAPPORO,141.3462067,43.0677376,-1.0,3,"accomodations,other_hotels",Россия
11263145,хижа Иван Вазов,23.2834282,42.1897087,-1.0,3,"accomodations,alpine_hut",Россия
11263146,Иван Вазов,23.2834644,42.1897354,-1.0,3,"accomodations,alpine_hut",Россия
11263147,Sedemte Ezera,23.3240871,42.2076073,-1.0,3,"accomodations,alpine_hut",Россия
11263228,pullman bucharest world trade center,26.0695992,44.4756927,-1.0,3,"accomodations,other_hotels",Россия
11263378,Иверия,44.7921295,41.7040062,-1.0,3,"accomodations,other_hotels,cafes,foods,tourist_facilities",Россия
11275530,Bacówka PTTK Jaworzec,22.4419746,49.2220154,-1.0,3,"accomodations,alpine_hut",Россия
11278349,Holiday Club Caribia,22.2917175,60.4606285,-1.0,3,"accomodations,baths_and_saunas,saunas,water_parks,other_hotels,amusements",Россия
11279292,лотте отель москва - the leading hotels of the world,37.5837593,55.7501373,-1.0,3,"accomodations,other_hotels",Россия
11279751,Москва,30.3875027,59.9253159,-1.0,3,"accomodations,other_hotels",Россия
11279763,отель санкт-петербург,30.3413792,59.9569435,-1.0,3,"accomodations,other_hotels",Россия
11279778,Иматран Валтионхотелли,28.7710323,61.1689453,-1.0,3,"accomodations,other_hotels",Россия
11279779,Иматран Валтионхотелли,28.7689819,61.1687698,-1.0,3,"accomodations,water_parks,other_hotels,amusements",Россия
11279781,Cirque de Saimaa,28.6954288,61.1925697,-1.0,3,"accomodations,water_parks,other_hotels,amusements",Россия
11280057,Ривьера,49.1310043,55.8148384,-1.0,3,"accomodations,water_parks,other_hotels,amusements,amusement_parks",Россия
11280064,отель корстон тауэр казань,49.1495476,55.7938385,-1.0,3,"accomodations,other_hotels,shops,malls,tourist_facilities",Россия
11281805,道の駅　富士見,141.7931976,44.7141914,-1.0,3,"guest_houses,accomodations,foods,bars,tourist_facilities",Россия
11281808,Seiwa Onsen Luonto,142.1385956,44.1143684,-1.0,3,"guest_houses,accomodations,baths_and_saunas,thermal_baths,amusements,foods,bars,tourist_facilities",Россия
11281814,道の駅おんねゆ温泉,143.5006866,43.7535629,-1.0,3,"guest_houses,accomodations,foods,bars,tourist_facilities",Россия
11284003,Корстон,49.1500854,55.7937698,-1.0,3,"accomodations,cultural,cinemas,theatres_and_entertainments,interesting_places,other_hotels,shops,malls,tourist_facilities",Россия
11289766,Ambasador,21.8974018,43.3214226,-1.0,3,"accomodations,other_hotels,shops,malls,tourist_facilities",Россия
11293682,Ритц-Карлтон,37.6129532,55.7573204,-1.0,3,"accomodations,other_hotels",Россия
11293756,Санкт-Петербург,30.3429356,59.9570313,-1.0,3,"accomodations,other_hotels,banks,bank,tourist_facilities",Россия
11293758,отель спутник,30.3541451,60.0053711,-1.0,3,"accomodations,other_hotels",Россия
11293816,Ривьера,49.1300316,55.8152962,-1.0,3,"accomodations,water_parks,other_hotels,amusements,amusement_parks",Россия
11295356,парк-отель санкт-петербург,24.7354565,42.1577187,-1.0,3,"accomodations,other_hotels",Россия
11295358,Sveta Sofia,23.3189774,42.6998634,-1.0,3,"accomodations,other_hotels",Россия
11295367,Radisson Blu Iveria Hotel,44.7933617,41.7039909,-1.0,3,"accomodations,other_hotels",Россия
11295805,Ťatliakova chata,19.7474518,49.2136993,-1.0,3,"accomodations,tourist_facilities,foods,alpine_hut,restaurants",Россия
11295806,Rázcestie pri Zamkovského chate,20.2195015,49.1729507,-1.0,3,"accomodations,alpine_hut",Россия
11317565,Москва,30.3872299,59.9248428,-1.0,3,"accomodations,cultural,cinemas,theatres_and_entertainments,interesting_places,other_hotels",Россия
11337962,hunguest grandhotel galya,19.9240265,47.9158592,-1.0,3,"accomodations,other_hotels",Россия
11338028,Узана,25.2407627,42.7509956,-1.0,3,"accomodations,alpine_hut",Россия
11338033,Азимут,30.2967472,59.9145088,-1.0,3,"accomodations,other_hotels",Россия
11371776,original sokos hotel vantaa,25.0417957,60.2905197,-1.0,3,"accomodations,other_hotels",Россия
11371794,scandic eden nokia,23.5306931,61.4677467,-1.0,3,"accomodations,other_hotels",Россия
11372001,Пеурунка,25.8990669,62.4342957,-1.0,3,"accomodations,baths_and_saunas,saunas,other_hotels,amusements",Россия
11372002,Пеурунка,25.8975086,62.4346313,-1.0,3,"accomodations,baths_and_saunas,saunas,water_parks,other_hotels,amusements",Россия
11373977,Mongol shiltgeen,107.1416473,47.9239655,-1.0,3,"accomodations,other_hotels",Россия
11381871,рамада пловдив тримонциум,24.7507553,42.1411018,-1.0,3,"accomodations,other_hotels",Россия
11381875,Kumata Hut,23.2506409,42.5944977,-1.0,3,"accomodations,alpine_hut",Россия
11385549,Центральный,32.063797,49.4373665,-1.0,3,"accomodations,other_hotels",Россия
15377460,Лоскутная,37.6158333,55.7561111,98.38458426,3,"architecture,historic_architecture,accomodations,interesting_places,destroyed_objects,other_hotels",Россия
3908574,Москва,37.6174049,55.7570267,136.92884128,3,"architecture,historic_architecture,accomodations,cultural,cinemas,theatres_and_entertainments,interesting_places,destroyed_objects,other_hotels",Россия
